SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.495520162,55,1,0.701377099,5300,12,0,1,1,2
1,0,26,0,0.219129193,1400,4,0,0,0,1
1,0.016814976,43,1,0.029509816,8098,6,0,0,1,0
1,0.098532359,46,0,0.091918883,9812,6,0,0,0,0
1,0.9999999,48,4,1.195921631,2500,5,1,3,1,0
1,0.331931595,33,0,0.448183042,5200,7,0,2,0,0
1,0.049761737,27,0,0.217188062,2780,7,0,0,0,0
1,1.305389222,63,1,0.182890855,1355,3,0,0,1,0
1,0.92358804,39,1,0.180880975,3200,3,0,0,0,0
1,0.9999999,40,0,0.024168236,3185,1,3,0,0,2
1,0.117703076,51,2,0.107120353,4760,9,0,0,1,0
1,0.9999999,46,1,0.673163418,2000,5,3,0,2,0
1,0.986295215,50,3,0.170919325,5329,6,0,2,1,1
1,0.258262875,40,1,0.718093969,3000,5,3,2,0,1
1,0.451376082,48,0,2.51196093,12080,29,0,17,0,2
1,0.972037284,53,2,0.178454842,3675,9,1,0,1,0
1,0.9999999,36,0,1.018654231,1500,3,1,1,1,0
1,0.493802479,28,1,0.55064194,700,9,0,0,0,0
1,2.760956175,65,0,0.470273484,1681,3,4,0,0,0
1,0.9999999,24,0,0.098901099,1000,3,1,0,0,0
1,1.094433952,40,4,0.315929793,4500,7,0,0,0,2
1,0.9999999,62,1,0.363481644,4112,5,0,1,1,1
1,0.995002776,30,1,0.176955761,4000,3,10,0,0,0
1,0.071554892,30,0,0.234654633,19500,11,0,3,0,0
1,1.062215309,45,3,2.030193961,5000,14,0,4,1,1
1,0.281131894,54,0,0.931785196,6200,10,0,3,0,1
1,1.063782107,45,3,0.257588899,2305,10,0,0,0,2
1,0.554379777,28,1,0.227874155,3400,3,0,1,0,0
1,0.242524917,28,0,0.19089626,2833,9,5,0,0,0
1,0,43,0,0.454052007,7921,4,0,1,3,1
1,0.014867443,45,0,0.006124234,8000,6,0,0,0,0
1,0.95068234,27,1,0.163586792,3300,10,0,0,0,2
1,0.9999999,42,0,0.132915138,8448,2,1,0,1,2
1,0.929868562,46,3,0.580886505,7083,12,1,2,1,1
1,0.9999999,29,0,0.049146189,2400,3,1,0,0,0
1,0.123953206,54,2,0.96992596,13100,24,0,6,0,4
1,0.114582597,34,0,0.568368672,4621,7,0,1,0,0
1,1.020756866,30,2,0.439538384,3985,10,0,1,0,2
1,0.801272342,31,0,0.486159487,5454,8,0,1,0,1
1,0.015345635,43,0,0.031514998,7900,21,0,0,0,3
1,0.9999999,49,0,0.204984232,13000,2,3,1,2,1
1,1.046366936,52,3,0.645127342,4750,7,0,1,0,2
1,0.98320224,60,1,0.611755298,2500,7,0,2,1,0
1,0.036387859,53,0,0.706280788,3247,22,0,1,1,2
1,1.019350677,45,5,0.504165014,10083,10,0,1,0,2
1,0.297746512,46,0,0.436284312,5500,8,0,2,0,0
1,0.040564773,71,0,0.291714123,7023,15,0,2,0,2
1,0.603126754,31,0,0.64073727,3200,11,0,1,0,1
1,0.047060392,63,0,0.728098873,2750,4,0,1,0,0
1,0.9999999,70,0,0,2300,1,0,0,0,0
1,0.89010697,46,3,0.986361297,3885,12,0,3,4,3
1,0.563819824,39,3,0.181116983,7000,15,1,0,1,2
1,0.9999999,53,0,0,6495,0,0,0,0,0
1,0.9999999,45,0,0.357910522,4000,6,6,0,1,2
1,0.834839454,36,1,0.212615792,6800,10,1,0,3,3
1,0.530960507,51,2,0.151082251,2309,10,1,0,0,0
1,0.745738933,63,3,0.72425829,4583,11,0,1,0,0
1,0.9999999,40,0,0.006959443,4166,0,1,0,0,3
1,0.711237719,40,2,0.57706049,8116,9,1,2,0,1
1,0,26,0,0.084269663,533,1,2,0,0,2
1,0.974792261,32,3,1.383846356,3800,11,0,3,0,4
1,0.972232905,40,3,1.179950014,3600,10,1,4,1,1
1,0.7509038,30,1,0.120606155,6400,6,1,0,0,0
1,0.573024314,56,7,0.394758228,4921,14,0,1,0,0
1,0.9999999,33,0,0.791069643,3000,7,0,2,0,1
1,0.99142402,40,6,0.892328398,5200,9,0,2,1,0
1,0.29814801,61,0,0.299518226,11000,21,0,3,0,0
1,0.9999999,47,1,0.130455986,4100,4,0,1,1,2
1,0.845686173,52,1,0.257958673,25600,9,0,3,0,0
1,0.9999999,28,0,0.444334488,2020,3,1,0,0,0
1,0.9999999,28,1,0.254461716,1736,1,0,0,0,1
1,0.600470035,37,0,0.151017494,2800,5,0,0,0,0
1,0.99363752,36,0,0.512851897,2450,9,0,0,0,1
1,0.788844622,49,3,0.164432285,3654,4,1,0,0,0
1,0.032786885,46,2,0.459135216,4000,14,1,2,1,1
1,0.997108782,72,0,0.362669503,3760,13,0,2,0,0
1,0.873510188,50,0,0.196677051,4814,6,0,0,0,6
1,0.922538497,54,0,0.643114251,7500,6,0,2,1,0
1,0.147044892,48,0,0.08416181,5833,5,1,0,0,2
1,0.473755047,54,3,0.15364106,6000,6,6,0,2,0
1,0.451073268,51,0,0.265250719,12523,11,0,2,0,3
1,0.982502573,40,0,0.440711462,3541,6,0,1,0,0
1,0.781885397,44,1,0.608878224,5000,10,2,1,1,0
1,0.694050992,40,0,0.588560286,3076,10,0,2,0,0
1,0,71,1,0.141428991,3400,9,2,0,0,0
1,0.9999999,56,0,0.183962264,3391,1,2,0,0,0
1,0.246529772,56,0,0.51465576,4400,8,1,2,0,0
1,1.022995401,30,0,0.612690504,6823,14,7,2,1,0
1,0.976047904,50,2,0.130284609,7237,3,3,1,1,1
1,0.92094682,30,0,0.61770428,3083,10,0,0,0,0
1,0.622289402,60,2,0.631648142,8366,13,2,1,1,0
1,0.435295387,38,0,0.124606554,5400,18,0,0,0,2
1,1.034430714,40,3,0.433426629,2500,7,1,0,0,0
1,0.075351938,67,0,0.333730429,5875,7,0,1,0,0
1,0.9999999,51,1,0.11059044,3200,6,2,0,1,0
1,0.161265247,39,0,0.848768904,8000,18,0,4,0,2
1,0.218611666,34,0,0.488677581,10200,16,0,3,0,1
1,0.971434849,44,7,0.797264682,8700,16,0,1,2,0
1,1.017928974,63,1,0.466042155,5550,7,0,1,0,0
1,0.323280507,60,0,0.566333383,6700,9,0,2,0,1
1,0.9999999,31,0,0.004663558,1500,1,1,0,0,1
1,0.501809383,45,0,0.388516648,9700,20,0,1,0,0
1,0.991008991,25,3,0.039745032,8000,4,2,0,0,0
1,0.571053138,75,0,0.354443309,1957,7,0,0,0,1
1,0,46,0,0.943806952,5925,5,0,3,0,0
1,1.338645418,48,3,0.332564398,2600,4,0,0,0,0
1,0.976804639,48,1,0.231628454,1700,2,3,0,0,0
1,0.039337271,64,0,0.444589735,6117,15,0,3,2,0
1,0.478124637,41,0,0.737864078,6900,12,0,5,0,3
1,0.322643631,44,2,0.057744028,6320,7,0,0,0,1
1,0.9999999,24,0,0.068850639,1800,0,3,0,0,1
1,0.148477639,46,0,0.542531918,6500,11,0,2,0,2
1,0.069442399,59,0,0.139317854,9000,7,1,1,0,0
1,0.994975855,41,0,0.195557825,3916,8,0,0,0,0
1,0.890479154,34,2,0.221777859,5500,5,0,0,0,4
1,0.798359185,45,0,185,0,5,0,0,1,3
1,0.982253349,50,12,0.529789864,4044,15,0,0,1,0
1,0.752144448,28,0,0.333256723,4350,9,0,0,0,0
1,0.207487113,35,0,0.941112323,2750,11,0,2,0,1
1,0.078366845,52,1,0.06885759,5750,18,0,0,0,0
1,0.090751779,59,3,0.61098991,7333,4,1,2,0,0
1,0.9999999,24,0,0,2833,0,2,0,0,0
1,0.9999999,39,0,0.149966674,4500,2,0,0,1,3
1,0.776169972,45,1,0.515387179,9000,7,0,4,0,0
1,0.054482992,56,0,0.322556201,7917,10,0,1,0,0
1,0.9999999,32,0,0.445299145,1169,1,0,0,1,0
1,0.998996488,55,7,0.817712318,5227,14,1,2,1,0
1,0,31,2,0.331795463,2600,3,3,0,0,0
1,1.159468439,33,0,0.133708216,3200,3,0,0,0,2
1,0.9999999,79,0,0.33230498,2268,3,0,0,0,0
1,0.491589318,75,1,0.939973902,4597,16,0,1,0,0
1,0.799291581,72,0,1.159466667,3749,12,0,2,0,0
1,0.228858908,76,0,0.509541082,6340,14,0,6,0,0
1,0.9999999,59,0,0.856291391,3019,8,0,1,0,1
1,0.963011619,39,2,3.173398682,5916,19,0,12,0,2
1,0.9999999,42,0,0.392871287,5049,4,2,2,0,2
1,0.565974846,61,0,0.682341416,8165,10,1,3,0,1
1,0.75128109,38,3,0.701099633,3000,7,1,1,1,2
1,1.003997335,63,2,1.21627566,1363,6,1,1,0,0
1,0,60,3,0.292697378,6750,5,1,1,2,0
1,0.142115904,43,0,0.598731574,5833,8,0,2,0,3
1,0.962993506,42,0,0.425616322,3528,7,0,0,0,2
1,0.59304296,63,0,0.506606356,8400,12,1,2,0,0
1,0.897489686,28,0,0.776111944,2000,8,0,0,0,0
1,0.291306359,42,0,0.518296341,1666,9,0,1,0,0
1,0.952629292,65,1,1.086778737,2200,4,0,1,1,1
1,0.99380124,29,2,0.296685955,1900,7,0,0,0,0
1,0.77279919,46,0,0.251651559,6508,11,0,0,0,0
1,0.030300997,47,0,0.008247938,4000,6,0,0,0,0
1,1.857819905,43,1,0.017697081,4350,1,0,0,0,2
1,0.1401179,53,0,0.34455496,3920,8,0,1,0,1
1,1.062392987,46,1,0.29356881,3000,7,0,0,0,0
1,0.698161883,53,0,0.295252474,5960,3,1,1,2,3
1,0.840035548,44,1,0.661267746,5000,6,0,2,0,1
1,0.9999999,27,0,0.115247806,4216,2,0,0,1,0
1,0.936515871,50,3,0.611002513,3580,9,1,2,0,2
1,0.9999999,62,0,0.873772791,1425,8,1,1,0,1
1,0.190952262,64,2,0.204799675,4916,13,0,1,0,0
1,0.9999999,26,0,1.181699346,764,3,2,0,0,0
1,0.043153293,65,0,0.193548387,14166,16,0,2,0,0
1,0.9999999,37,2,0.373195113,2700,3,1,0,0,3
1,0.517741129,62,1,0.130744088,5200,3,0,0,0,0
1,1.097180564,49,3,0.257828505,6833,9,2,0,0,3
1,0.9999999,56,0,0.016652789,1200,0,1,0,0,0
1,0.9999999,53,0,0.250128403,7787,1,0,1,1,1
1,0.574322369,32,0,0.460269865,2000,8,0,0,0,1
1,0.851005275,62,0,0.40008726,4583,7,0,1,0,0
1,0.0359964,36,0,0.037525908,9166,5,0,0,0,0
1,0.756698193,47,4,0.650514374,10400,14,0,3,0,3
1,0.827725182,53,1,0.280543891,5000,5,1,0,1,0
1,0.91692481,45,0,0.077991932,2230,4,0,0,0,2
1,0.9999999,24,0,0,1100,0,0,0,0,0
1,0.467810012,48,0,0.457134202,3300,8,0,1,0,0
1,0.209494224,25,0,0.326076439,6200,7,0,1,0,0
1,0.317477953,45,2,0.069594035,7241,11,0,0,0,0
1,0.9999999,47,0,0.022325709,7300,2,1,0,0,1
1,0.354203523,59,0,0.237746891,4100,7,1,0,0,0
1,0.699471504,49,3,0.049985718,3500,4,2,0,0,2
1,0.9999999,27,0,0.101299567,3000,3,3,0,0,1
1,0.546382979,30,0,0.829894434,4167,6,0,2,0,2
1,0.530342645,37,0,0.365735953,2900,6,0,1,0,1
1,0.538073669,53,0,0.406379681,20000,9,0,1,1,1
1,0.941670555,32,3,0.187953012,4000,10,0,0,1,0
1,0.9999999,67,1,0.250423012,6500,3,1,1,2,1
1,0.564824622,39,6,0.4861167,2484,15,0,0,1,0
1,0.917526598,44,0,1.852144173,3800,13,1,7,1,1
1,0.96270252,54,1,0.169832155,13583,15,2,0,1,0
1,0.064903509,33,2,0.339605961,7917,11,0,2,0,1
1,0.557826908,27,0,0.076852023,5412,4,0,0,1,0
1,0.806193806,37,0,0.595997361,4546,12,1,1,0,2
1,0.902408675,51,2,0.713235294,1767,8,0,1,1,1
1,0.648226066,34,0,0.27063879,12100,12,0,2,0,0
1,0.822052353,52,0,0.478036606,6009,9,0,1,0,2
1,0,41,0,0.852315954,4468,7,1,2,0,1
1,0.00133353,53,0,0.512688574,8550,24,0,5,1,0
1,0.480311073,59,3,0.304925894,4587,17,0,1,0,0
1,0.637436156,34,0,893,1,11,0,2,0,2
1,0,56,0,0.002713898,7000,7,0,0,1,0
1,0.9999999,36,1,0.299729223,4800,5,2,1,0,3
1,0.9999999,42,0,0,3660,0,0,0,0,1
1,0.173902309,53,0,1.079730067,4000,10,0,2,0,2
1,0.902949572,76,3,0.211587825,2726,6,0,0,0,1
1,0.000405351,34,0,0.437044569,5900,10,0,2,0,2
1,0.99880024,42,1,1.108656284,2760,7,0,3,1,3
1,0.681821212,45,0,0.44345701,4500,5,0,1,0,0
1,0.97064133,50,1,0.363528815,5916,10,1,0,2,2
1,0.992290086,46,1,0.258287574,4916,10,1,1,2,1
1,0.9999999,51,98,0,7500,0,98,0,98,0
1,0.992695554,29,4,0.387522496,5000,13,0,0,0,0
1,0.410360909,41,0,0.107658643,4569,5,1,0,1,2
1,0.772330346,66,1,0.667166417,2667,14,0,1,1,0
1,0,52,1,0.344895189,6630,9,0,2,0,0
1,0.990834861,47,0,0.153461635,4000,7,0,0,0,6
1,0.314595927,63,1,0.338830585,3334,11,0,1,0,1
1,0.958027981,29,3,0.26691103,3000,8,0,0,2,0
1,0.9999999,55,1,0.062473969,2400,0,0,0,0,1
1,0.9999999,62,0,0.370758123,2769,4,0,0,0,0
1,0.991654858,30,0,0.95229983,1760,6,1,1,0,0
1,1.010430248,32,1,0.313493866,2200,5,1,0,2,4
1,0.988204456,46,0,0.051937611,6218,7,0,0,0,1
1,0,47,0,0.131658114,5650,4,0,1,0,2
1,0.181453705,55,0,2.055234087,1900,16,0,2,0,0
1,0.9999999,27,0,0.115830116,1553,1,0,0,0,1
1,0.9999999,29,0,0.017982018,1000,0,1,0,0,0
1,0.04112243,55,1,1.096903097,1000,8,0,1,0,1
1,0,28,1,0.424143964,4000,8,6,1,1,0
1,0.804867449,31,2,0.005641906,81000,5,0,0,0,2
1,0.410343586,59,1,0.197790449,2805,6,0,0,0,0
1,0.9999999,25,1,0.147821947,4200,4,2,0,0,0
1,0.508330905,53,1,0.505494505,10100,13,0,2,0,0
1,1.215406562,55,1,0.017041581,4400,2,1,0,0,1
1,0.9999999,39,0,0.37881385,5833,2,0,1,0,0
1,0.201437366,63,1,0.157312358,7500,8,0,1,0,1
1,0.024099584,55,0,0.398746456,6700,13,1,1,1,0
1,0.999613153,54,2,0.27112148,6000,4,1,1,0,0
1,1.095182139,38,0,0.124704957,5083,4,0,0,1,4
1,0.011568401,49,0,0.572767021,1600,15,0,0,0,0
1,1.302325581,54,2,0.173036607,6200,3,1,0,1,1
1,0.955684483,44,1,0.660842979,4578,7,6,1,0,0
1,0.97031226,28,0,0.227908836,2500,8,0,0,0,1
1,1.004581424,49,0,0.30900968,4028,6,2,1,0,0
1,1.001646671,46,5,0.64117941,2000,8,0,2,0,0
1,0.9999999,25,2,0.081643988,3600,1,0,0,0,1
1,0.998003992,41,0,0.020523498,3361,2,4,0,0,4
1,0.083832335,31,1,0.056632751,5208,5,0,0,1,0
1,0.739710048,28,2,1.042714329,3300,8,1,2,1,0
1,0.29121458,31,0,0.617319787,6200,14,0,2,0,0
1,0.534109817,31,0,0.022900763,2357,3,0,0,0,2
1,0.9999999,62,8,0.800428418,2800,13,2,1,3,0
1,0,51,0,0.301184433,6500,8,0,1,0,2
1,0.786034884,25,0,0.480584391,2600,9,1,0,0,0
1,0.042632162,53,0,0.473863314,10578,10,0,2,0,0
1,0.631028472,46,2,0.271791502,4565,9,0,0,1,4
1,0.577600659,47,0,1.035519639,5320,14,0,3,0,1
1,0.9999999,56,0,0.007001167,2570,0,1,0,0,4
1,0.9999999,29,98,0,1647,0,98,0,98,0
1,1.060939061,39,2,0.574440433,6924,6,3,4,2,0
1,0.714226203,28,2,0.197586727,1325,6,0,0,0,0
1,0.867806442,52,2,0.5936016,4000,7,1,2,0,2
1,0.376766632,28,0,0.116961013,3000,3,0,0,1,0
1,0.973965774,57,4,0.564327485,9233,15,0,1,1,0
1,0.738553836,52,0,0.105718154,9600,7,1,0,0,0
1,0.75423978,35,1,0.131988767,3916,4,2,0,0,2
1,0.904968271,48,1,0.497275595,3486,10,0,1,1,2
1,0.535582273,40,1,0.234288286,6666,7,0,0,1,0
1,0.917755573,47,0,0.184008029,8966,4,0,1,0,2
1,0.981145374,27,1,0.228254948,5506,5,4,1,0,1
1,0.9999999,29,0,494,0,2,0,0,0,0
1,1.222438912,40,0,0.786134324,3230,16,0,2,0,1
1,0.9999999,43,1,0.799207921,2524,4,4,2,0,2
1,0.9999999,49,0,0.041650139,5041,2,0,0,1,0
1,0.071184949,41,0,1.943873179,2333,18,0,2,0,0
1,0.155940299,79,4,0.232736573,5473,9,4,2,3,1
1,0.475980001,39,1,0.521492836,3000,3,0,2,0,3
1,0.650717982,41,0,0.928714191,1500,13,0,2,0,0
1,0.907706171,45,1,0.360045912,19166,15,0,2,0,2
1,0.903013855,46,1,0.283976039,5341,4,2,0,1,1
1,0.419627554,63,1,0.438756124,10000,13,1,2,0,0
1,0.9999999,59,1,0.966726619,1111,0,4,0,1,2
1,0.863787375,32,0,0.160384924,2493,2,0,0,0,0
1,0.178820724,51,0,0.185401217,12000,18,0,1,0,1
1,0,47,0,0.136357491,29583,8,0,2,0,4
1,0.887953709,45,1,0.103920078,9208,8,1,0,0,2
1,0.996627123,56,2,0.109125718,4700,11,0,0,0,1
1,0.354984932,62,0,0.571489787,7000,9,0,2,0,1
1,1.080209043,25,0,0.212950891,2300,4,1,0,1,0
1,1577,37,0,0.479826307,5526,11,0,2,0,2
1,0.998625172,48,1,0.137595944,14200,4,3,0,2,3
1,0.592001702,34,2,0.510686164,5333,6,1,1,0,0
1,0.042837823,75,0,0.473276991,8400,17,0,2,0,0
1,0.899431484,61,0,0.067617165,7083,8,0,1,0,0
1,0.976900534,32,0,0.214566226,2800,5,0,0,0,0
1,0.010072423,42,0,0.004248002,9886,11,0,0,0,2
1,0.9999999,53,1,0.034510563,6200,1,3,0,0,0
1,0.9999999,30,0,0,1400,0,0,0,0,0
1,0.872599705,65,0,0.865242399,1216,10,1,0,0,0
1,0.344823292,36,0,0.500499833,3000,17,0,1,0,0
1,0.104317703,58,0,0.700040048,2496,8,0,1,0,0
1,0.9999999,28,0,0.036973345,1162,2,0,0,0,1
1,0.970428295,50,0,0.632122626,3000,13,1,2,0,2
1,0.652347652,26,0,0.158613795,3000,3,1,0,1,1
1,0.286054919,40,1,0.482839054,3000,12,0,1,0,2
1,0.446341876,47,1,0.458419528,4833,5,0,1,0,4
1,0.9750025,57,1,0.309327196,7386,3,0,1,0,0
1,0.915197313,32,2,0.642622352,5475,10,0,2,0,2
1,0.996631106,54,2,0.679430024,24000,16,0,5,0,0
1,0.9999999,52,0,0.178956835,3335,1,1,0,0,2
1,0.02369459,78,0,0.07295271,3467,14,0,0,0,0
1,0.9999999,43,0,0.098250336,5200,2,0,0,1,1
1,0.808125306,41,3,0.430356737,4400,7,0,0,0,1
1,0.9999999,23,98,0.006922012,2166,0,98,0,98,0
1,0.9999999,42,0,0,3323,0,0,0,1,2
1,0.793606084,38,0,0.12987609,6536,11,0,0,0,2
1,0.325548857,49,0,0.480425979,6666,9,0,2,0,0
1,0.943343273,52,0,0.264789408,25000,7,0,0,1,3
1,0.799112098,63,0,0.010024301,3291,3,2,0,0,0
1,0.9999999,48,0,0.016731279,4900,0,0,0,0,1
1,0.527576552,47,3,0.43219627,5950,7,0,1,0,0
1,0.49366514,34,1,0.419942077,7250,10,0,2,0,0
1,0.975339088,54,1,0.488702929,3584,5,4,1,1,1
1,0,26,0,0.010598032,1320,3,0,0,0,0
1,0.9999999,37,1,2486,0,7,1,1,1,4
1,0.574031553,44,1,0.222519455,4111,7,0,0,1,1
1,0.9999999,48,3,0.454627134,1112,3,1,0,0,0
1,0.235062839,47,1,0.382231405,6291,5,0,1,0,3
1,1.008796481,33,3,0.182321179,15000,11,0,2,0,2
1,0.827172827,31,1,0.410986102,6043,5,1,1,2,2
1,0.724183877,26,1,0.065060611,6516,5,0,0,0,1
1,0.641294006,47,1,684,0,5,5,0,5,0
1,0.105212043,48,1,0.470512269,4645,10,0,2,0,2
1,0.9999999,67,1,0.936933136,4740,3,1,0,0,1
1,0.9999999,24,0,0,1700,0,0,0,0,0
1,0,45,0,0.733066733,4000,11,0,3,0,0
1,0.950161405,28,0,1.398000909,2200,11,0,2,0,0
1,0.9999999,36,0,0.285578296,2100,2,0,0,0,0
1,0.456954305,48,0,0.58022184,6400,7,0,2,0,1
